stcofips,State,Name,wheat1950bu,wheat1954bu,wheat1959bu,wheat1964bu,wheat1969bu,wheat1974bu,wheat1978bu,wheat1982bu,wheat1987bu,wheat1992bu,wheat1997bu,wheat2002bu,wheat2007bu,wheat2012bu,wheat2017bu
08099,CO,Prowers,2444349,221837,2666062,439334,1703392,3482245,2648270,3381593,3208991,2865355,3853096,1179932,5571418,2761330,4761603
08101,CO,Pueblo,275429,63138,327680,109279,128595,163762,63545,211321,84492,34089,72419,17040,87946,17049,17049
08103,CO,Rio Blanco,213731,88193,114738,102625,164616,166244,160162,222662,160092,84130,68822,68822,15760,15760,15760
08105,CO,Rio Grande,189740,57414,76684,30058,4195,135904,543480,697434,741911,653002,1051667,321529,528302,325834,176455
08107,CO,Routt,669685,346656,540083,600554,686429,475029,298797,412687,262636,248683,236979,113285,64018,70411,27150
08109,CO,Saguache,62295,8008,17752,7701,6576,34922,320520,904252,995944,1390681,1205056,713857,742836,265512,191203
08111,CO,San Juan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08113,CO,San Miguel,83390,30468,22537,10482,37658,27617,45804,84199,31742,22941,71550,71550,71550,0,12946
08115,CO,Sedgwick,928662,1104342,1752522,1160250,2355020,2439816,2273119,2549507,2793697,1485496,2586526,1540537,2991016,2496630,3335823
08117,CO,Summit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08119,CO,Teller,1537,201,0,0,0,0,0,0,0,0,0,0,0,0,0
08121,CO,Washington,2317675,2059784,4204811,2243382,2924653,8944185,6023031,9075336,11712410,7380704,10119490,5587693,8871194,7364801,8533713
08123,CO,Weld,3281632,929614,4214417,2250313,2864792,5251648,3792406,4036395,5098389,4382063,5164733,2169479,3970577,4604146,4850219
08125,CO,Yuma,1815405,1616292,3204807,2413472,2314479,4963504,3537508,4924005,5535084,4098054,5118920,3408796,6030256,4301051,5213712
09001,CT,Fairfield,0,0,60,480,0,0,0,0,0,0,0,0,0,0,0
09003,CT,Hartford,0,0,885,2735,680,120,3640,6354,1243,0,1243,1243,1243,1243,1620
09005,CT,Litchfield,0,0,520,210,0,0,0,0,0,0,0,0,0,0,0
09007,CT,Middlesex,0,0,1194,1725,0,90,0,0,0,0,0,0,0,0,0
09009,CT,New Haven,0,0,686,1970,0,600,0,0,0,0,0,0,0,240,0
09011,CT,New London,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0
09013,CT,Tolland,0,0,1045,1575,780,210,0,0,0,0,0,0,0,0,0
09015,CT,Windham,0,0,535,152,900,960,0,0,0,0,0,0,0,0,0
10001,DE,Kent,427303,328670,254907,207436,244956,438745,245802,760073,643694,1487791,1745256,1412083,1461464,2143443,1489740
10003,DE,New Castle,444084,337060,250453,279014,336601,372466,132621,229816,176277,568531,858102,834237,592953,807048,516495
10005,DE,Sussex,158822,144216,112557,91385,134237,636273,193607,1244899,1007898,1267823,2393522,1358290,1581338,2938325,1759706
12001,FL,Alachua,0,0,2585,3992,2599,400,400,24782,26628,0,0,0,26628,0,0
12003,FL,Baker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12005,FL,Bay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12007,FL,Bradford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12009,FL,Brevard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12011,FL,Broward,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12013,FL,Calhoun,0,0,6570,17584,16160,11740,600,244292,121614,119571,51660,2345,2345,6678,0
12015,FL,Charlotte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12017,FL,Citrus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12019,FL,Clay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12021,FL,Collier,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12023,FL,Columbia,0,0,1885,2705,0,0,0,32661,4948,0,0,0,4948,4948,4948
12027,FL,DeSoto,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0
12029,FL,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12031,FL,Duval,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12033,FL,Escambia,0,0,99769,313774,270478,91107,180226,469458,248951,175213,169765,47115,298401,206579,0
12035,FL,Flagler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12037,FL,Franklin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12039,FL,Gadsden,0,0,300,5427,76971,1764,1764,47452,52228,41601,0,0,41601,0,0
12041,FL,Gilchrist,0,0,670,200,1015,0,0,34352,10178,0,0,10178,0,0,10178
12043,FL,Glades,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12045,FL,Gulf,0,0,0,0,3608,345,0,0,0,0,0,0,0,0,0
12047,FL,Hamilton,0,0,2250,682,0,0,0,86146,23381,0,0,23381,23381,20000,20000
12049,FL,Hardee,0,0,0,0,1180,0,0,0,0,0,0,0,0,0,0
12051,FL,Hendry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12053,FL,Hernando,0,0,0,0,0,0,0,0,1490,0,0,0,0,0,0
12055,FL,Highlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12057,FL,Hillsborough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12059,FL,Holmes,0,0,1006,2073,6138,472,3802,108375,24837,30674,18695,18695,11538,11538,54745
12061,FL,Indian River,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27750
12063,FL,Jackson,0,0,6105,58102,140921,10303,39553,528983,336856,163411,161267,137155,32112,51070,22391
12065,FL,Jefferson,0,0,1075,168,0,250,0,33856,9900,9170,0,0,8180,8180,12790
12067,FL,Lafayette,0,0,1970,160,0,0,0,4520,2154,0,0,0,0,0,6105
12069,FL,Lake,0,0,0,2000,1908,0,0,0,0,0,0,0,0,0,0
12071,FL,Lee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12073,FL,Leon,0,0,1200,0,800,0,0,0,0,0,0,0,0,0,0
12075,FL,Levy,0,0,1361,2925,1785,9,9,6906,14285,0,0,14285,14285,0,0
12077,FL,Liberty,0,0,120,72,3200,6918,0,0,0,0,0,0,0,0,0
12079,FL,Madison,0,0,14084,13054,1496,0,11137,210001,29021,0,0,0,29021,29021,0
12081,FL,Manatee,0,0,0,560,0,0,0,0,0,0,0,0,5812,0,0
12083,FL,Marion,0,0,2205,211,7616,0,0,13400,16206,5400,0,0,5400,5400,0
12085,FL,Martin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12086,FL,Miami-Dade,0,0,0,0,587,0,0,0,0,0,0,0,0,0,0
12087,FL,Monroe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12089,FL,Nassau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12091,FL,Okaloosa,0,0,11477,122872,63103,14651,48201,140418,39930,0,0,0,0,39930,39930
12093,FL,Okeechobee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12095,FL,Orange,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0
12097,FL,Osceola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12099,FL,Palm Beach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12101,FL,Pasco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12103,FL,Pinellas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12105,FL,Polk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12107,FL,Putnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12109,FL,St. Johns,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0
12111,FL,St. Lucie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12113,FL,Santa Rosa,0,0,8620,185220,50992,30413,19257,209873,94530,54952,21608,21608,21608,343144,89150
12115,FL,Sarasota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12117,FL,Seminole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12119,FL,Sumter,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0
12121,FL,Suwannee,0,0,5521,10372,2885,0,3260,65532,30544,3281,0,0,3281,3281,3281
12123,FL,Taylor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12125,FL,Union,0,0,200,0,0,0,0,200,12083,0,0,0,0,0,36000
12127,FL,Volusia,0,0,0,0,320,9,0,0,0,0,0,0,0,0,0
12129,FL,Wakulla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12131,FL,Walton,0,0,400,19989,213258,32263,10123,285896,35292,7190,0,7190,7190,12232,0
12133,FL,Washington,0,0,0,3060,55495,788,6810,83647,19677,10088,27595,27595,16252,16252,16252
13001,GA,Appling,0,400,1800,1414,4564,1990,10189,347714,66578,104989,41729,41729,48094,67529,66106
13003,GA,Atkinson,0,150,275,1250,2078,0,2078,40149,4200,15840,0,43909,25120,25120,25120
13005,GA,Bacon,0,200,150,0,1000,140,140,145630,47519,7912,0,0,34394,34394,0
13007,GA,Baker,0,1287,9382,5460,6880,3807,5613,298086,143142,66725,93943,55992,27900,93954,93954
13009,GA,Baldwin,1004,360,125,300,920,1715,7030,45794,7430,5500,0,5500,7328,7328,0
13011,GA,Banks,10376,23308,30821,6247,3997,5187,4851,6082,4640,6657,5020,7895,1002,1002,1002
13013,GA,Barrow,17074,18256,15315,3029,4066,2950,4795,10555,4433,0,2546,2546,2546,2546,0
13015,GA,Bartow,33202,41319,63698,8718,4904,6651,7680,140714,51114,107377,104482,58264,40200,92368,0
13017,GA,Ben Hill,0,252,100,1395,440,442,6835,63001,6429,9336,10133,90199,155625,29231,29231
13019,GA,Berrien,120,550,1475,7022,1444,540,2475,121745,14648,65785,42010,51730,58573,46926,0
13021,GA,Bibb,14099,17712,16510,35525,18728,20613,32442,64980,5820,13785,56178,39726,31550,53192,0
13023,GA,Bleckley,3984,4418,4777,21925,49861,33380,68039,674217,226026,258891,206572,30989,140186,183266,41140
13025,GA,Brantley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13027,GA,Brooks,300,270,21290,15659,10769,4754,15276,171804,54848,65350,85713,97638,57808,155080,64288
13029,GA,Bryan,450,164,0,0,0,787,0,0,0,0,0,787,0,0,0
13031,GA,Bulloch,2880,7830,6662,14914,46011,35145,36319,878030,421235,243415,250018,253750,179490,100979,135468
13033,GA,Burke,19175,13724,17284,20997,79923,129902,32660,1259018,565999,645126,575600,228928,331030,339165,76609
13035,GA,Butts,22538,20627,15390,9236,4460,7330,4255,47329,17910,12011,15029,4574,2070,7010,7010
13037,GA,Calhoun,90,3205,2588,11648,8404,16135,55430,447870,306657,322565,520317,191659,253378,305640,305640
13039,GA,Camden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13043,GA,Candler,150,998,3619,58671,17774,2983,5042,201247,101161,40000,35749,26276,36152,101435,24880
13045,GA,Carroll,10423,18486,10503,5478,1750,3615,2540,10962,12190,15860,7290,7290,7290,0,0
13047,GA,Catoosa,5296,1617,1360,850,350,1020,12060,4214,9100,8480,0,8480,0,0,0
13049,GA,Charlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13051,GA,Chatham,0,0,0,0,0,435,0,0,0,0,0,0,0,0,0
13053,GA,Chattahoochee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13055,GA,Chattooga,3175,5019,3005,390,4382,4299,4299,19117,3500,5350,6889,6889,4827,4827,4827
13057,GA,Cherokee,7065,4849,2479,285,1200,1000,0,1000,1340,0,0,0,0,0,0
13059,GA,Clarke,11940,34465,21716,16171,10497,24910,24910,77141,51005,25980,24810,10530,0,10530,10530
13061,GA,Clay,455,3735,1695,0,1490,1625,5975,130336,86656,67398,134489,103000,151154,188119,188119
13063,GA,Clayton,3088,3331,1546,810,863,1103,0,0,0,0,0,0,0,0,0
13065,GA,Clinch,0,0,0,0,0,2350,0,0,0,0,0,0,0,0,0
13067,GA,Cobb,5289,4161,2040,60,0,0,0,0,0,0,0,0,0,0,0
13069,GA,Coffee,1070,1421,1515,4249,2370,3074,25607,226804,49549,72178,137491,17839,115331,58108,58108
13071,GA,Colquitt,230,0,722,3505,840,1674,12787,302781,180107,28264,90774,49434,118258,193263,43693
13073,GA,Columbia,3943,3503,2123,2585,1450,1450,1450,25095,6940,0,0,6940,640,2515,2515
13075,GA,Cook,0,0,975,1675,1700,70,4570,110939,17846,13748,11914,23181,24000,24000,24000
13077,GA,Coweta,7448,5277,5532,530,3600,10390,8328,69548,14303,10480,40160,40160,40160,38465,18720
13079,GA,Crawford,18819,22718,21777,30758,27122,42567,24024,308630,133305,162175,116572,27701,27701,42442,42442
13081,GA,Crisp,8044,7819,35052,84019,55836,12286,36635,597221,352604,245691,182134,49329,109792,106437,39365
13083,GA,Dade,2242,2942,1171,40,432,90,0,0,0,0,0,0,0,0,0
13085,GA,Dawson,2571,4413,1740,124,2054,0,0,0,0,0,0,0,0,0,0
13087,GA,Decatur,0,0,5145,4839,15769,38160,59287,195653,110816,111904,130812,187628,322212,161045,161045
13089,GA,DeKalb,2347,2865,1140,450,1060,0,0,0,0,0,0,0,0,0,0
13091,GA,Dodge,245,1876,5355,515,6392,6964,61591,556280,117081,49481,96526,47897,85695,86190,15518
13093,GA,Dooly,9940,32407,63926,132190,119733,58190,135232,1618971,660578,565410,355765,356002,310793,347048,256110
13095,GA,Dougherty,1965,17471,19325,33005,24138,15849,7570,226912,167802,139179,95897,95897,36736,3420,3420
13097,GA,Douglas,2075,2942,1100,561,0,0,0,0,0,0,0,0,0,0,0
13099,GA,Early,900,35131,29394,9309,13832,29906,67589,602313,350230,222814,425634,335521,225110,240176,125283
13101,GA,Echols,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13103,GA,Effingham,0,300,1764,3518,15020,5178,5178,65382,28125,20230,24224,12300,5455,50000,50000
13105,GA,Elbert,24911,49791,58471,27530,15436,26953,45256,166365,113965,58494,39700,4500,0,59817,102100
13107,GA,Emanuel,10175,3891,8098,14219,12128,29719,21138,512865,119703,84170,76986,34703,105364,145702,40969
13109,GA,Evans,840,683,1530,197,800,10628,10628,146836,55838,12055,7436,11531,58116,16722,16722
13111,GA,Fannin,631,623,311,65,0,35,0,0,0,0,0,0,0,0,0
13113,GA,Fayette,5720,9467,5358,3139,2580,1374,12875,37500,13500,6600,0,6600,0,6600,0
13115,GA,Floyd,19239,9114,11397,5011,3600,10172,9720,50608,16268,39312,21112,12053,12053,12053,0
13117,GA,Forsyth,13270,13770,11550,1950,50,2056,0,0,0,1900,0,1900,0,0,0
13119,GA,Franklin,41177,72178,94331,41856,11518,12846,12270,76120,17183,18365,49668,47465,2863,33526,16936
13121,GA,Fulton,10563,11726,5448,520,0,4620,0,0,0,0,0,0,0,0,0
13123,GA,Gilmer,372,880,483,200,2400,0,0,0,0,0,0,0,0,0,0
13125,GA,Glascock,2048,5583,3115,601,1125,16512,4350,32895,49062,42818,34190,23812,23812,29220,28715
13127,GA,Glynn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13129,GA,Gordon,7981,8073,13972,3943,2272,34731,2900,132667,35332,67338,56532,56532,56532,26092,26092
13131,GA,Grady,20,1280,7165,9781,20144,5345,22793,101894,92535,70319,68656,37245,66658,40132,8850
13133,GA,Greene,5263,6344,2182,1019,2742,11052,11052,5560,10495,0,16500,16500,16500,16500,0
13135,GA,Gwinnett,21696,30632,20099,6728,4177,2425,860,9171,1220,0,0,1220,0,0,0
13137,GA,Habersham,3018,2695,4162,670,358,120,0,0,0,0,0,120,0,0,0
13139,GA,Hall,7110,14288,7310,2257,1094,1860,0,0,0,0,0,3751,3751,22698,22698
13141,GA,Hancock,2489,4901,2902,725,520,2150,2150,34793,23706,0,0,23706,0,23706,0
13143,GA,Haralson,5513,3472,1270,0,7750,1800,0,0,0,0,16832,16832,0,0,0
13145,GA,Harris,3358,2498,1245,1007,0,2000,2000,15670,1210,0,0,1210,4400,7292,0
13147,GA,Hart,62256,101054,135246,83283,20838,84289,53380,238238,135232,113375,100079,93037,61688,103535,110886
13149,GA,Heard,2327,11839,5910,76,3265,9356,0,0,0,0,0,0,0,0,0
13151,GA,Henry,33784,25009,25973,12201,6761,36742,36742,110914,36587,37289,55033,17320,12538,12538,12538
13153,GA,Houston,66835,96751,120196,206508,198843,210325,233052,867621,381408,431444,399636,241813,53805,168929,168929
13155,GA,Irwin,0,0,0,4285,820,3552,11849,322057,116684,149975,126785,90657,146312,86089,35161
13157,GA,Jackson,45835,59459,47373,14514,6606,20221,35744,95934,62675,57787,54643,18649,27124,12985,13308
13159,GA,Jasper,13049,8640,2859,3795,0,1920,5130,56371,33024,26550,22400,22400,5549,15000,3520
13161,GA,Jeff Davis,0,0,1121,700,3490,94,8660,311611,10700,5895,5630,20149,29649,39000,0
13163,GA,Jefferson,107104,169465,154418,201796,181347,284781,164377,1065630,576958,620835,1010207,472345,291798,428234,112514
13165,GA,Jenkins,344,5094,2945,4034,8325,43916,39199,536291,177865,237758,117956,63953,83231,24148,24148
13167,GA,Johnson,3406,7981,3615,8595,7450,19674,61032,561108,209089,231602,264407,168344,70120,91447,3519
13169,GA,Jones,2223,1399,460,130,3972,3320,0,31103,12899,5970,0,5970,0,0,5970
13171,GA,Lamar,15711,9030,8070,4610,1357,4880,4761,29327,55080,91460,80114,121386,121386,121386,121386
13173,GA,Lanier,0,90,554,0,0,0,0,0,0,0,0,0,14963,14963,14963
13175,GA,Laurens,5773,30014,26554,32864,54454,106676,139416,1247420,416923,377405,426469,310598,263530,318073,51986
13177,GA,Lee,7275,10307,9528,8330,13854,17675,46700,860620,219647,105533,227395,195773,356537,467467,75305
13179,GA,Liberty,0,0,0,0,6000,0,0,0,0,0,0,0,0,0,0
13181,GA,Lincoln,4439,5498,3499,960,495,3540,0,0,0,0,0,0,0,0,0
13183,GA,Long,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13185,GA,Lowndes,855,1472,6390,4479,862,450,450,106048,10440,0,3225,3225,4800,4800,4800
13187,GA,Lumpkin,618,1680,1080,0,680,90,0,0,0,0,0,0,0,0,0
13189,GA,McDuffie,2124,3575,3413,2585,1545,2010,4926,13621,5150,858,6960,6610,6610,6610,6610
13191,GA,McIntosh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13193,GA,Macon,50387,33211,52677,79787,74166,115576,196824,1107634,410904,394424,292128,136149,262679,262517,211128
13195,GA,Madison,63605,151860,125346,104263,38749,85727,40219,190944,38546,71185,89971,49235,14387,38433,37007
13197,GA,Marion,3743,4904,2498,3501,7699,3637,2258,88720,34772,15820,28488,35575,22613,12770,12770
13199,GA,Meriwether,14750,12543,3750,380,2730,44373,13977,37627,33464,53800,21010,3510,0,10962,10962
13201,GA,Miller,0,6910,18928,4582,10738,4511,75140,241319,197797,101910,246437,44742,124082,188284,42380
13205,GA,Mitchell,0,555,870,2227,2600,3226,4306,492302,171827,93188,109668,96446,170687,50672,50672
13207,GA,Monroe,5139,5442,2646,5193,987,4955,4955,41955,6980,6980,4591,4591,4591,4591,0
13209,GA,Montgomery,405,148,905,7234,7884,4141,9510,241779,47697,3300,44206,19822,53021,102150,4898
13211,GA,Morgan,14663,20542,17163,6284,2815,12550,17367,119123,63395,24688,96887,33325,40567,143088,52120
13213,GA,Murray,11039,21498,25334,14544,13169,13304,11220,42900,24890,24280,53041,53041,53041,53041,53041
13215,GA,Muscogee,0,75,20,1400,0,0,0,0,0,0,0,0,0,0,0
13217,GA,Newton,11053,8540,4712,2470,1675,3390,8857,78092,31130,38615,55711,27289,14750,72570,72570
13219,GA,Oconee,26213,51388,44612,43501,26585,56075,42734,177424,59133,46017,14180,4360,2140,10632,10632
13221,GA,Oglethorpe,41992,94698,72427,58771,23000,50472,28811,182171,60459,32990,25975,27785,42816,81930,21980
13223,GA,Paulding,1777,4819,2920,300,250,80,0,0,0,0,0,0,0,0,0
13225,GA,Peach,52457,38259,42640,70449,117468,93107,61678,448797,231009,217881,129209,48322,242087,325397,325397
13227,GA,Pickens,867,2147,1610,397,0,0,0,0,0,0,0,0,0,0,0
13229,GA,Pierce,0,0,0,250,0,4580,4475,59392,14600,7005,4914,4914,60662,91822,23560
13231,GA,Pike,27873,16113,16325,14495,6028,15858,28978,157740,47231,39756,33357,22452,22452,19304,19304
13233,GA,Polk,9101,15184,14138,2907,3050,1980,1980,15944,27510,5218,7130,13369,13369,61602,61602
13235,GA,Pulaski,1980,14078,11736,16290,35787,12808,52751,762017,318378,307977,208966,142672,136494,258586,27168
13237,GA,Putnam,2736,1399,2129,1546,746,2182,6153,15000,7156,0,7156,7156,7156,7156,7156
13239,GA,Quitman,0,1225,1040,0,2525,0,2525,2525,18100,0,18100,18100,18100,0,0
13241,GA,Rabun,746,574,0,40,117,0,0,0,0,0,0,0,0,0,0
13243,GA,Randolph,1793,9567,7235,11001,42864,41579,76477,431027,242332,564651,702717,300162,509128,327874,131455
13245,GA,Richmond,6755,9019,7091,2325,24077,22714,5485,90498,26061,53540,0,0,53540,4340,4340
13247,GA,Rockdale,4514,4918,1895,1520,1055,319,319,1975,4200,0,0,2310,0,2310,0
13249,GA,Schley,6035,8305,4306,3510,0,1225,860,112794,46596,73636,46885,62411,22759,24499,0
13251,GA,Screven,2105,4146,4915,16785,26820,29562,12012,534563,221965,307504,147031,100950,120493,177244,56527
13253,GA,Seminole,0,2350,16722,5932,2865,34363,17000,269132,141378,59407,174797,176013,217534,161600,161600
13255,GA,Spalding,29550,26977,11199,18080,3497,29303,38960,89525,34480,26200,0,0,26200,23565,0
13257,GA,Stephens,5248,6023,10390,5512,3619,2456,0,0,0,0,0,2456,0,5250,5250
13259,GA,Stewart,640,2020,743,5165,16962,10782,7219,169988,82717,105349,51989,31700,35842,26360,0
13261,GA,Sumter,51898,41246,18894,65970,120123,142630,69174,1664163,763808,634794,656850,349970,420827,525270,129742
13263,GA,Talbot,7795,2770,1575,30,0,1650,0,0,0,0,0,1650,0,0,0
13265,GA,Taliaferro,1385,3369,815,355,117,0,0,0,0,0,2840,5550,0,0,0
13267,GA,Tattnall,265,450,400,2035,3470,12440,18986,362707,89023,95071,65401,38437,122289,78787,78787
13269,GA,Taylor,2799,4563,6714,5892,4644,23200,18171,329658,153333,81829,76809,28594,67637,139683,7966
13271,GA,Telfair,360,295,600,6420,10733,2940,60949,318554,64995,13500,35820,9308,82956,30789,30789
13273,GA,Terrell,4117,6863,4232,1542,6105,24766,63813,966396,508574,608414,620435,284675,397460,397753,89794
13275,GA,Thomas,255,1164,2135,9965,5185,1079,12298,193835,117913,72659,71914,35669,73535,149740,149740
13277,GA,Tift,150,200,1195,1700,2200,2098,12060,184183,40119,66292,26264,37665,69768,94460,40626
13279,GA,Toombs,780,1469,2230,5800,5367,32951,18478,420126,65394,88262,67114,3041,19350,82466,29099
13281,GA,Towns,4839,3640,963,528,290,663,0,0,0,0,0,0,0,0,0
13283,GA,Treutlen,680,1078,1105,1382,1840,0,15995,211889,18411,46221,21139,21139,21139,21139,21139
13285,GA,Troup,1138,889,255,474,494,780,0,0,0,0,0,0,0,0,0
13287,GA,Turner,166,3003,8364,21272,14185,210,6450,193823,116943,61361,44502,40920,289280,100677,93074
13289,GA,Twiggs,670,1160,1300,6874,15638,16360,28980,179439,36700,51440,29837,24930,1272,16450,16450
13291,GA,Union,7120,6770,2503,280,660,0,0,0,0,0,0,0,0,0,0
13293,GA,Upson,4767,9646,6498,3893,860,860,860,85621,25039,0,0,9031,2560,2560,2560
13295,GA,Walker,15644,12624,12504,4795,18450,1600,2155,35934,26012,55080,43651,15380,15380,120630,120630
13297,GA,Walton,26047,38662,28115,12586,6512,22197,35389,247601,80714,61017,54901,36250,23535,39966,9510
13299,GA,Ware,220,15,0,255,320,0,0,0,0,2098,2098,25539,25539,9545,0
13301,GA,Warren,11887,25454,19166,17072,12787,20794,18815,52190,39907,11350,6993,15927,16350,36265,12576
13303,GA,Washington,41505,65732,48516,86501,87712,138360,130030,738521,318328,418195,357212,205364,203262,309249,33780
13305,GA,Wayne,0,0,0,0,0,970,970,100727,17119,79029,81840,81840,82050,119760,0
13307,GA,Webster,760,1698,1740,3789,10482,5977,16750,102521,66802,75402,88574,128958,59574,42422,42422
13309,GA,Wheeler,6635,13119,2150,7026,6170,7150,33373,212327,66479,16910,34230,4092,80845,124450,3273
13311,GA,White,2237,1005,1320,30,560,600,0,0,0,0,4936,4936,0,0,4936
13313,GA,Whitfield,14903,23518,20682,6023,7589,5683,0,26982,13146,0,5770,5770,5770,5484,5484
